"identif","vmed"
"PM10013","1.02526335118255"
"PM10021","1.15291910120394"
"PM10091","1.05138683552255"
"PM10092","1.07468981815965"
"PM10141","0.961171144693823"
"PM10142","1.22367434451668"
"PM10211","1.09340984775598"
"PM10212","0.961805685131685"
"PM10241","0.889005650529624"
"PM10242","0.636479359695829"
"PM10341","0.784864638108929"
"PM10342","0.781480180956021"
"PM10343","1.07662873196717"
"PM10344","0.832810269246708"
"PM10401","1.25977473784574"
"PM10402","0.94981927734724"
"PM10441","0.936457911205273"
"PM10442","1.11216516984624"
"PM10444","0.974532510835791"
"PM10472","0.987893876977758"
"PM10501","1.07338544478999"
"PM10502","0.987224044045963"
"PM10561","0.986554211114168"
"PM10611","0.985919670676306"
"PM10612","1.01458131676776"
"PM10661","0.903741975029115"
"PM10662","1.15418818207966"
"PM10711","1.09746413784068"
"PM10712","1.1394871500741"
"PM30754","1.04726196044999"
"PM10831","0.960466019268095"
"PM10832","1.01528644219349"
"PM10861","0.844232721581156"
"PM10862","1.02462881074469"
"PM10865","0.630486155803606"
"PM10901","1.1708987128806"
"PM10902","1.11946274710812"
"PM10907","1.216270889773"
"PM10941","1.26573264924403"
"PM10942","0.919676795416464"
"PM10945","0.992617999994257"
"PM10948","0.796780460905508"
"PM10981","0.988563709909553"
"PM10982","1.18284982817111"
"PM10985","1.17689191677282"
"PM11071","1.16762013320949"
"PM11074","0.94044161630211"
"PM11101","0.776192102489527"
"PM11102","0.846912053308336"
"PM11108","0.83563077094962"
"PM11161","0.83429110508603"
"PM11168","0.875045036443728"
"PM11201","0.68262724700182"
"PM11208","1.12150753839743"
"PM11301","0.929830166875188"
"PM11303","1.10610138096615"
"PM11981","0.962510810557413"
"PM12061","0.694648947280198"
"PM12121","0.859674171506375"
"PM12122","0.749363492723792"
"PM12211","0.832916146728507"
"PM12241","0.858933753586714"
"PM12331","1.053924997274"
"PM12342","1.02321855989323"
"PM12391","1.15549255544932"
"PM12471","0.913013758592447"
"PM12502","1.00319415692725"
"PM12571","1.00248903150152"
"PM12572","0.969878972807159"
"PM12622","1.12947494859111"
"PM12641","0.866231330848593"
"PM12721","1.13342336119401"
"PM12781","1.05730945442691"
"PM12851","1.04863691880751"
"PM12921","1.1715685458124"
"PM12961","1.10141255044358"
"PM12981","1.13747765127872"
"PM13011","1.09538405405743"
"PM13014","1.08131756248973"
"PM13041","1.10687709137974"
"PM13044","0.959760893842367"
"PM13101","1.10081330249965"
"PM13103","1.01659081556315"
"PM13104","1.11406879115982"
"PM13181","1.08741664386375"
"PM13202","1.04137463403956"
"PM13212","1.12150753839743"
"PM13221","0.996636997585027"
"PM13222","1.03122126258084"
"PM20021","1.05738003941478"
"PM20025","0.939066657944587"
"PM20026","0.930429414819117"
"PM20041","0.887066736722105"
"PM20042","0.759375694206785"
"PM20151","0.738752043296871"
"PM20152","1.04528775414853"
"PM20231","0.978516215932628"
"PM20232","1.00118465813186"
"PM20233","1.18161603978932"
"PM20261","0.939771783370315"
"PM20262","0.822868652751581"
"PM20321","0.893024648120395"
"PM20322","1.09143564145452"
"PM20327","0.960430726774162"
"PM20411","1.10349263422684"
"PM20412","0.85498534098381"
"PM20441","1.12150753839743"
"PM20442","0.822903945245514"
"PM20471","0.873670078086205"
"PM20472","1.07602948402324"
"PM20473","0.963215935983141"
"PM20571","1.00724844701195"
"PM20572","0.971888471602544"
"PM20661","1.03337193135195"
"PM20662","0.995967164653232"
"PM20664","0.953168442006216"
"PM20721","1.07211636391427"
"PM20722","0.977211842562971"
"PM20742","1.11755912579453"
"PM207731","0.907020554700224"
"PM20831","0.814901242557907"
"PM20832","1.14290689972094"
"PM20834","1.20967843793685"
"PM20851","1.16021667846581"
"PM20852","1.08879160222128"
"PM20854","1.12743015730179"
"PM20873","0.864327709535007"
"PM20911","1.23037267383463"
"PM20912","1.06936644719922"
"PM20913","0.939736490876382"
"PM20971","1.12485670305641"
"PM20972","1.13412848661974"
"PM20976","1.03608655557307"
"PM21081","0.749434077711658"
"PM21148","0.71463805775225"
"PM21181","0.687351370018318"
"PM21185","1.06739224089777"
"PM21188","1.09471422112563"
"PM21192","1.08473731213657"
"PM21193","1.07870881575042"
"PM21231","1.01528644219349"
"PM21236","0.898982559518684"
"PM21301","0.974532510835791"
"PM21307","0.995226746733571"
"PM21941","0.587123477706594"
"PM22081","0.882941861649536"
"PM22082","0.797450293837303"
"PM22121","1.02254872696143"
"PM22211","1.29044588273258"
"PM22241","1.03992909069417"
"PM22341","0.554336956542571"
"PM22391","1.0987332187164"
"PM22392","1.01458131676776"
"PM22471","0.832880854234573"
"PM22571","0.832880854234573"
"PM22572","0.0353237607890827"
"PM22641","0.0353237607890827"
"PM22721","0.821458401900125"
"PM22781","0.967093763598179"
"PM22851","0.735402878637896"
"PM22901","0.929759581887322"
"PM22971","0.909699886427405"
"PM23011","1.06002407864802"
"PM23071","0.953133149512283"
"PM23073","0.98718875155203"
"PM23111","0.999880284762203"
"PM23181","0.786803551916448"
"PM23187","1.17160383830633"
"PM23221","0.780775055530293"
"PM23222","0.621778327690271"
"PM30461","0.656539055155747"
"PM30462","1.36391575026644"
"PM30471","1.02931764126725"
"PM30472","1.11544374951735"
"PM30752","1.03795488439272"
"PM30753","1.04793179338178"
"PM30901","1.09802809329068"
"PM30902","1.22036047235164"
"PM31263","0.966459223160317"
"PM31264","1.11075491899478"
"PM31301","0.802808957291663"
"PM31451","0.977846383000833"
"PM31452","1.00580290366656"
"PM31453","0.85766467271099"
"PM31801","1.11079021148871"
"PM31851","0.967129056092112"
"PM31852","0.921051753773987"
"PM31881","0.690030701745499"
"PM31882","0.683861035383611"
"PM31891","0.609192671961897"
"PM31892","0.0393427583798529"
"PM32051","0.021257269221387"
"PM32351","0.850225925473378"
"PM32352","0.667855630008396"
"PM33031","1.06400778374486"
"PM33032","0.559695619996931"
"PM33151","0.561070578354454"
"PM33152","1.10937996063726"
"PM33201","0.908360220563814"
"PM33202","1.13208369533042"
"PM33221","1.0807183145458"
"PM33222","0.840178431496453"
"PM40442","1.01588569013742"
"PM40461","1.29115100815831"
"PM40751","1.02392368531896"
"PM40752","1.05329045683614"
"PM40753","1.07394940023999"
"PM40754","1.0493067517393"
"PM40755","0.806193414444571"
"PM40901","1.14347085517094"
"PM40902","0.871554701809021"
"PM41261","1.13144915489256"
"PM41262","0.926339832240481"
"PM41301","0.586383059786933"
"PM41302","0.730008922689602"
"PM41351","1.18288512066505"
"PM41451","1.4641789350721"
"PM41452","1.13271823576829"
"PM41453","0.877724368170908"
"PM41801","0.801504583922006"
"PM41802","0.96783418151784"
"PM41851","0.961805685131685"
"PM41852","1.00650802909229"
"PM41853","0.935047660353817"
"PM41881","0.975202343767586"
"PM41882","1.06266811788127"
"PM41891","1.0627034103752"
"PM41892","0.960430726774162"
"PM42051","0.995156161745705"
"PM42052","0.863622584109279"
"PM42351","0.955812481239463"
"PM42352","0.637113900133691"
"PM42353","0.583033895127958"
"PM43001","0.820894446450129"
"PM43011","1.05734474692084"
"PM43012","1.29245538152797"
"PM43021","1.19892581853419"
"PM43022","1.27775434952241"
"PM43031","1.06598199004631"
"PM43032","1.32383165184054"
"PM43151","0.975836884205448"
"PM43152","0.736636667019687"
"PM43201","1.32185744553908"
"PM43202","1.17026417244274"
"PM43221","0.979221341358356"
"PM43222",NA
"PM43223","1.19896111102813"
"PM20667","0.80947199411568"
"PM20942",NA
"PM22502",NA
"PM40462",NA
"PM40463",NA
"PM41861",NA
"PM41454",NA
"03FL08PM01",NA
"03FL08PM02",NA
"03FL20PM01",NA
"03FL56PM01",NA
"03FT08PM01",NA
